id,disease,complaint
787,Mevsimsel alerji,"Doktor bey, üç gündür gözlerimde kaşıntı ve sulanma var ve burun akıntım var."
788,Mevsimsel alerji,"Hocam, üç gündür burnum sürekli akıyor ve peş peşe hapşuruyorum."
789,Mevsimsel alerji,"Doktor hanım, iki gündür sık sık hapşırıyorum ve burun akıntım var."
790,Mevsimsel alerji,"Hocam, bir haftadır burnum sürekli akıyor ve boğazım ağrıyor."
791,Mevsimsel alerji,"Doktor hanım, iki gündür peş peşe hapşuruyorum, gözlerimde kaşıntı ve sulanma var ve burun akıntım var."
792,Mevsimsel alerji,"Hocam, son birkaç gündür burnum tıkalı ve burnum sürekli akıyor."
793,Mevsimsel alerji,"Hocam, iki gündür peş peşe hapşuruyorum ve burnum sürekli akıyor."
794,Mevsimsel alerji,"Doktor bey, son birkaç gündür burun akıntım var, burun akıntım var ve burun akıntım var."
795,Mevsimsel alerji,"Doktor bey, son birkaç gündür yorgunluk hissediyorum ve peş peşe hapşuruyorum."
796,Mevsimsel alerji,"Hocam, dünden beri yorgunluk hissediyorum ve burun akıntım var."
797,Mevsimsel alerji,"Doktor hanım, son birkaç gündür peş peşe hapşuruyorum ve burun tıkanıklığım var."
798,Mevsimsel alerji,"Doktor bey, bir haftadır gözlerimde kaşıntı ve sulanma var ve gözlerim kaşınıyor."
799,Mevsimsel alerji,"Doktor bey, üç gündür burun akıntım var ve enerjim yok."
800,Mevsimsel alerji,"Hocam, dünden beri sık sık hapşırıyorum ve burun akıntım var."
